,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A,UGDS_WHITE,MEDIAN_HH_INC,MD_EARN_WNE_P8,MD_EARN_WNE_P10
1669,57700,51700,44900,University of Washington-Seattle Campus,"753,675",15000,0.327274533,0.074948574,0.4869,1347.0,6.570000172,"seattle , washington","seattle , washington",11.11999989,25275.0,0.3878,69752.4,51700,57700
1670,45800,39900,35400,Western Washington University,"92,314",19000,0.266853933,0.043048539,0.8766,1193.0,6.550000191,"bellingham , washington","bellingham , washington",11.06999969,23171.0,0.707,66707.46,39900,45800
1671,32400,29900,28700,Whatcom Community College,"92,314",9917,0.412436548,0.133736929,,,8.31000042,"bellingham , washington","bellingham , washington",10.89000034,13252.0,0.609,55345.14,29900,32400
1672,42100,41300,35000,Whitworth University,"222,081",25988,0.242248062,0.094459582,0.9078,1194.0,7.449999809,"spokane , washington","spokane , washington",11.02000046,57005.0,0.6822,63739.65,41300,42100
1673,33300,30000,26300,Yakima Valley College,"93,637",13000,0.555849306,0.122495446,,,14.03999996,"yakima , washington","yakima , washington",10.77999973,14640.0,0.328,49327.27,30000,33300
1675,40800,39200,32500,University of Charleston,"46,536",20500,0.431273644,0.207656613,0.5042,1057.0,12.10000038,"charleston , west virginia","charleston , west virginia",10.77000046,41701.0,0.4817,50707.64,39200,40800
1676,19300,18000,15500,West Virginia Junior College-Charleston,"46,536",7980,0.564285714,0.173728814,,,14.84000015,"charleston , west virginia","charleston , west virginia",10.57999992,20668.0,0.8175,40583.97,18000,19300
1677,38800,40100,36700,Alverno College,"590,157",29313,0.442647059,0.092964824,0.6978,,10.02000046,"milwaukee , wisconsin","milwaukee , wisconsin",10.93000031,37091.0,0.4626,58784.16,40100,38800
1678,36500,34100,30600,Madison Area Technical College,"259,680",14250,0.404903758,0.115624372,,,4.909999847,"madison , wisconsin","madison , wisconsin",11.03999996,14108.0,0.6881,64533.76,34100,36500
1679,58600,55900,55600,Bellin College,"104,578",15000,0.310344828,0.177570094,0.8814,1170.0,4.440000057,"green bay , wisconsin","green bay , wisconsin",11.02999973,28340.0,0.931,63205.5,55900,58600
1680,31300,28100,28500,Blackhawk Technical College,"64,575",8833,0.508098892,0.169741697,,,5.429999828,"janesville , wisconsin","janesville , wisconsin",11.01000023,13045.0,0.7376,61142.33,28100,31300
1681,48500,47700,43000,Cardinal Stritch University,"590,157",29500,0.454901961,0.147008547,0.7094,1035.0,7.980000019,"milwaukee , wisconsin","milwaukee , wisconsin",11.02999973,39319.0,0.3812,64348.07,47700,48500
1682,44200,39900,38600,Carroll University,"72,299",27000,0.271565495,0.018209408,0.6864,1165.0,4.03000021,"waukesha , wisconsin","waukesha , wisconsin",11.17000008,42918.0,0.797,73362.92,39900,44200
1683,44700,40700,37000,Carthage College,"99,944",26000,0.262383901,0.01697417,0.6783,1173.0,4.489999771,"kenosha , wisconsin","kenosha , wisconsin",11.19999981,55732.0,0.6845,76392.24,40700,44700
1684,43300,40400,39500,Edgewood College,"259,680",25125,0.281027104,0.070291777,0.7288,1133.0,4.170000076,"madison , wisconsin","madison , wisconsin",11.10000038,41916.0,0.7728,68115.77,40400,43300
1685,36100,33500,32200,Fox Valley Technical College,"74,098",11000,0.449928469,0.145545797,,,3.950000048,"appleton , wisconsin","appleton , wisconsin",11.02999973,14631.0,0.7487,62815.37,33500,36100
1686,30100,28600,24800,Gateway Technical College,"99,944",11500,0.485940594,0.152289317,,,6.619999886,"kenosha , wisconsin","kenosha , wisconsin",11.02000046,12844.0,0.6045,62400.86,28600,30100
1691,31100,28800,26500,Milwaukee Area Technical College,"590,157",13046,0.490067369,0.084865822,,,13.18999958,"milwaukee , wisconsin","milwaukee , wisconsin",10.82999992,13444.0,0.3705,53211.28,28800,31100
1693,71300,65200,61000,Milwaukee School of Engineering,"590,157",27000,0.235988201,0.037418148,0.6311,1295.0,5.179999828,"milwaukee , wisconsin","milwaukee , wisconsin",11.10000038,51009.0,0.6778,68757.09,65200,71300
1694,40000,39000,36900,Mount Mary University,"590,157",26000,0.393316195,0.051224944,0.6198,1000.0,9.210000038,"milwaukee , wisconsin","milwaukee , wisconsin",10.97999954,41499.0,0.4082,62361.14,39000,40000
1695,35900,33100,31000,Northeast Wisconsin Technical College,"104,578",11500,0.467585802,0.134605598,,,5.179999828,"green bay , wisconsin","green bay , wisconsin",10.97000027,14238.0,0.7776,59225.41,33100,35900
1696,43200,39700,38100,Viterbo University,"51,227",26231,0.281622912,0.126410835,0.758,1172.0,5.539999962,"la crosse , wisconsin","la crosse , wisconsin",10.93000031,38690.0,0.8724,56953.94,39700,43200
1697,35700,34200,31900,Chippewa Valley Technical College,"68,802",12000,0.391698113,0.132468419,,,5.420000076,"eau claire , wisconsin","eau claire , wisconsin",10.90999985,14429.0,0.8561,55058.57,34200,35700
1698,34900,32800,30300,Western Technical College,"51,227",11361,0.389468455,0.114311032,,,6.239999771,"la crosse , wisconsin","la crosse , wisconsin",10.85999966,13449.0,0.817,52909.76,32800,34900
1700,46200,42300,38500,University of Wisconsin-Eau Claire,"68,802",22000,0.219840616,0.021772939,0.7796,1170.0,4.449999809,"eau claire , wisconsin","eau claire , wisconsin",11.03999996,19581.0,0.8751,64551.11,42300,46200
1701,40800,36600,34800,University of Wisconsin-Green Bay,"104,578",19500,0.363110008,0.11784897,0.7858,1120.0,4.539999962,"green bay , wisconsin","green bay , wisconsin",11.02999973,18408.0,0.814,63413.11,36600,40800
1702,48000,43800,38300,University of Wisconsin-La Crosse,"51,227",22500,0.213809812,0.011890951,0.7065,1220.0,4.53000021,"la crosse , wisconsin","la crosse , wisconsin",11.03999996,17213.0,0.896,64374,43800,48000
1703,41300,37700,37100,Wisconsin Lutheran College,"590,157",26000,0.293680297,0.084063047,0.8039,1142.0,4.389999866,"milwaukee , wisconsin","milwaukee , wisconsin",11.10999966,41162.0,0.8062,69126.34,37700,41300
1704,42700,39800,36500,University of Wisconsin-Oshkosh,"67,004",22500,0.31023297,0.048853712,0.7084,1105.0,4.150000095,"oshkosh , wisconsin","oshkosh , wisconsin",11.06000042,18612.0,0.8225,64650.08,39800,42700
1705,39900,34600,30000,University of Wisconsin-Parkside,"99,944",21500,0.409470752,0.053562405,0.6712,1065.0,6.860000134,"kenosha , wisconsin","kenosha , wisconsin",11.03999996,16329.0,0.6373,64274.59,34600,39900
1706,37800,31600,27900,Herzing University-Madison,"259,680",22730,0.520903265,0.231272819,1.0,,7.400000095,"madison , wisconsin","madison , wisconsin",10.97000027,28472.0,0.475,60281.46,31600,37800
1707,56200,51000,45000,University of Wisconsin-Madison,"259,680",20500,0.168052722,0.012303076,0.5173,1365.0,4.840000153,"madison , wisconsin","madison , wisconsin",11.13000011,25497.0,0.7096,71185.17,51000,56200
1708,44200,40300,36300,University of Wisconsin-Milwaukee,"590,157",25000,0.33047751,0.054437329,0.7403,1120.0,6.309999943,"milwaukee , wisconsin","milwaukee , wisconsin",11.06000042,22226.0,0.6741,65921.14,40300,44200
1709,35500,31400,30700,Casper College,"57,931",9687,0.371282051,0.178155774,,,9.220000267,"casper , wyoming","casper , wyoming",10.82999992,11920.0,0.8155,51367.37,31400,35500
1710,34600,32900,29400,Laramie County Community College,"64,235",9774,0.382785165,0.191919192,,,7.940000057,"cheyenne , wyoming","cheyenne , wyoming",10.84000015,11068.0,0.6972,52834.6,32900,34600
1713,55100,50400,44800,Purdue University-Main Campus,"50,996",19500,0.185381069,0.012214342,0.5798,1309.0,5.239999771,"west lafayette , indiana","west lafayette , indiana",11.09000015,22430.0,0.6388,68624.95,50400,55100
1715,44000,38600,31400,Parker University,"1,343,573",9500,0.389473684,0.255434783,,,8.350000381,"dallas , texas","dallas , texas",11.07999992,34461.0,0.3581,69941.77,38600,44000
1716,28400,27300,23300,City College-Fort Lauderdale,"182,437",27548,0.493023256,0.140885984,,,13.26000023,"fort lauderdale , florida","fort lauderdale , florida",10.80000019,29610.0,0.1518,51554.73,27300,28400
1718,34300,29800,26100,Georgia State University-Perimeter College,"506,811",21665,0.323238139,0.066292192,0.6558,,7.170000076,"atlanta , georgia","atlanta , georgia",11.14999962,11316.0,0.1889,72673.99,29800,34300
1724,37700,35200,35700,Mid-America Christian University,"655,057",28109,0.497824195,0.387146136,,,10.22999954,"oklahoma city , oklahoma","oklahoma city , oklahoma",10.81000042,26902.0,0.2889,51555.64,35200,37700
1730,30000,28600,26100,Palo Alto College,"1,547,253",10142,0.63787024,0.108650723,,,18.31999969,"san antonio , texas","san antonio , texas",10.65999985,9772.0,0.1469,43633.74,28600,30000
1741,37500,35600,31800,Collin County Community College District,"199,177",8478,0.409911996,0.142837947,,,4.539999962,"mckinney , texas","mckinney , texas",11.35000038,10317.0,0.4569,88568.64,35600,37500
1742,27300,26500,24400,Owensboro Community and Technical College,"60,131",7877,0.495231608,0.143117041,,,10.42000008,"owensboro , kentucky","owensboro , kentucky",10.77999973,11045.0,0.8832,48534.08,26500,27300
1745,37200,36200,33900,FIDM-Fashion Institute of Design & Merchandising-San Diego,"1,423,851",14167,0.301587302,0.026959248,0.5865,,8.520000458,"san diego , california","san diego , california",11.14999962,46456.0,0.3939,73476,36200,37200
1746,34600,31400,29000,ECPI University,"449,974",20000,0.476724808,0.282523365,0.7221,,8.260000229,"virginia beach , virginia","virginia beach , virginia",10.97999954,25220.0,0.3884,61373.11,31400,34600
1749,37200,34700,27400,Aviation Institute of Maintenance-Philadelphia,"1,584,064",28250,0.573446328,0.13785558,,,14.82999992,"philadelphia , pennsylvania","philadelphia , pennsylvania",10.77999973,26696.0,0.24,51636.76,34700,37200
1751,33400,34200,26900,South University-Columbia,"131,674",25166,0.472288337,0.236707784,,,10.69999981,"columbia , south carolina","columbia , south carolina",10.88000011,29119.0,0.2489,55764.27,34200,33400
1754,33800,28500,25000,Platt College-Los Angeles,"83,750",19733,0.547129695,0.144278607,,,13.38000011,"alhambra , california","alhambra , california",10.97000027,29201.0,0.1439,60243.7,28500,33800
1756,33900,28800,24600,Purdue University Global-Davenport,"101,590",27064,0.533063854,0.315855279,,,9.659999847,"davenport , iowa","davenport , iowa",10.92000008,21413.0,0.519,57805.45,28800,33900
1771,23500,21600,18700,Hussian College-Daymar College Bowling Green,"70,543",19069,0.597652582,0.277149321,,,9.949999809,"bowling green , kentucky","bowling green , kentucky",10.81999969,25716.0,0.7238,51383.24,21600,23500
1774,46400,42500,33700,University of Advancing Technology,"195,805",27000,0.347031964,0.150205761,0.8266,,7.639999866,"tempe , arizona","tempe , arizona",11.02999973,31834.0,0.5548,65222,42500,46400
1775,35600,32300,30300,Paradise Valley Community College,"1,680,992",7000,0.467143496,0.115443425,,,5.659999847,"phoenix , arizona","phoenix , arizona",11.11999989,12224.0,0.5519,69788.77,32300,35600
1776,38600,36200,32200,Chandler-Gilbert Community College,"261,165",6250,0.43049602,0.153846154,,,6.010000229,"chandler , arizona","chandler , arizona",11.18999958,12166.0,0.4897,74523.6,36200,38600
1778,31600,27900,24700,Madison Media Institute,"259,680",11971,0.498296423,0.112857143,,,5.670000076,"madison , wisconsin","madison , wisconsin",11.03999996,21339.0,0.2727,63784.37,27900,31600
1783,20800,20500,20400,Vista College,"681,728",15480,0.560966331,0.28450986,,,22.52000046,"el paso , texas","el paso , texas",10.56000042,22302.0,0.231,40816.7,20500,20800
1789,32300,29800,27000,Commonwealth Institute of Funeral Service,"2,320,268",9500,0.457364341,0.297945206,,,12.31999969,"houston , texas","houston , texas",10.90999985,29450.0,0.6293,58415.49,29800,32300
1794,26800,22200,21900,Remington College-Mobile Campus,"188,720",14120,0.594666294,0.153711023,,,15.44999981,"mobile , alabama","mobile , alabama",10.72000027,25302.0,0.3802,47482.48,22200,26800
1795,26600,24700,24900,Southern Technical College,"87,103",16333,0.540018399,0.24674385,,,9.460000038,"fort myers , florida","fort myers , florida",10.88000011,22613.0,0.3951,54496.56,24700,26600
1798,47300,42900,37800,California State University-San Marcos,"96,664",17731,0.482576092,0.095920617,0.5842,1047.0,7.21999979,"san marcos , california","san marcos , california",11.15999985,21995.0,0.2573,72827.06,42900,47300
1802,23700,21800,21200,Interactive College of Technology,"2,320,268",4094,0.767757382,0.46149761,,,14.64000034,"houston , texas","houston , texas",10.84000015,19670.0,0.05,53256.94,21800,23700
1803,32800,31500,27800,NorthWest Arkansas Community College,"54,909",9000,0.524442847,0.161887142,,,8.68999958,"bentonville , arkansas","bentonville , arkansas",10.84000015,11701.0,0.6003,51378.19,31500,32800
1807,23500,21600,18700,Hussian College-Daymar College Clarksville,"158,146",19069,0.597652582,0.277149321,,,9.949999809,"clarksville , tennessee","clarksville , tennessee",10.81999969,25276.0,0.4103,51383.24,21600,23500
1814,24400,16600,19700,Bryan University,"167,882",22402,0.597189696,0.28245614,,,9.789999962,"springfield , missouri","springfield , missouri",10.68000031,23945.0,0.5979,44825.82,16600,24400
1828,26700,25800,24200,IBMC College,"170,243",11664,0.511904762,0.255517827,,,6.260000229,"fort collins , colorado","fort collins , colorado",10.98999977,24867.0,0.5926,61150.75,25800,26700
1831,27200,26600,25600,Fortis College-Smyrna,"56,666",13000,0.56046814,0.15317623,,,9.930000305,"smyrna , georgia","smyrna , georgia",10.97000027,27196.0,0.1387,61450.07,26600,27200
1840,26800,22200,21900,Remington College-Cleveland Campus,"381,009",14120,0.594666294,0.153711023,,,14.77000046,"cleveland , ohio","cleveland , ohio",10.73999977,24078.0,0.1303,49428.29,22200,26800
1845,26800,22200,21900,Remington College-Fort Worth Campus,"909,585",14120,0.594666294,0.153711023,,,11.10000038,"fort worth , texas","fort worth , texas",10.82999992,25749.0,0.2046,52636.51,22200,26800
1851,21900,18800,15700,Centura College-Newport News,"179,225",17987,0.520715631,0.216911765,,,12.10999966,"newport news , virginia","newport news , virginia",10.80000019,27661.0,0.1905,50931.21,18800,21900
1852,21900,18800,15700,Centura College-Norfolk,"242,742",17987,0.520715631,0.216911765,,,12.10999966,"norfolk , virginia","norfolk , virginia",10.80000019,29926.0,0.1867,50931.21,18800,21900
1855,57700,51700,44900,University of Washington-Tacoma Campus,"217,827",15000,0.327274533,0.074948574,0.8556,1078.0,6.570000172,"tacoma , washington","tacoma , washington",11.11999989,21570.0,0.3962,69752.4,51700,57700
1865,23600,26200,26000,Provo College,"116,618",29500,0.375291375,0.42217484,,,7.650000095,"provo , utah","provo , utah",11.01000023,23189.0,0.795,61675.07,26200,23600
1882,25800,25900,22600,Fortis College-Richmond,"230,436",9661,0.572982774,0.170783345,,,10.02999973,"richmond , virginia","richmond , virginia",10.89999962,30061.0,0.1788,56373.06,25900,25800
1889,33800,30900,27500,Estrella Mountain Community College,"87,931",6500,0.542612877,0.153467562,,,9.039999962,"avondale , arizona","avondale , arizona",11.02999973,11425.0,0.2565,63602.6,30900,33800
1891,22900,22900,20400,Fortis Institute-Scranton,"76,653",14611,0.543478261,0.163814181,,,7.960000038,"scranton , pennsylvania","scranton , pennsylvania",10.77000046,37106.0,0.7222,48124.44,22900,22900
1893,42100,38500,34000,Everglades University,"99,805",40659,0.418023887,0.360498562,0.6935,,7.980000019,"boca raton , florida","boca raton , florida",10.97000027,32070.0,0.4872,60322.87,38500,42100
1906,29800,28200,27400,Southern California Institute of Technology,"350,365",9500,0.618421053,0.262337662,0.5964,,11.02000046,"anaheim , california","anaheim , california",11.09000015,29648.0,0.2568,67551.93,28200,29800
1912,30200,24500,25100,Southwest University of Visual Arts-Albuquerque,"560,513",43000,0.4,0.099009901,,,9.739999771,"albuquerque , new mexico","albuquerque , new mexico",10.89000034,30943.0,0.2128,56683.5,24500,30200
1916,28500,29600,26200,Coconino Community College,"75,038",11500,0.409316155,0.091943958,,,14.09000015,"flagstaff , arizona","flagstaff , arizona",10.81999969,17843.0,0.4928,51541.54,29600,28500
1923,28400,27300,23300,City College-Gainesville,"133,997",27548,0.493023256,0.140885984,,,13.26000023,"gainesville , florida","gainesville , florida",10.80000019,28762.0,0.3789,51554.73,27300,28400
1924,47700,43300,38300,Arizona State University-West,"252,381",20278,0.381317921,0.150779706,0.8241,1132.0,7.710000038,"glendale , arizona","glendale , arizona",11.09000015,22594.0,0.4361,69074.33,43300,47700
1937,23800,23000,20900,Florida National University-Main Campus,"233,339",25606,0.566216216,0.244308007,,,12.77000046,"hialeah , florida","hialeah , florida",10.81999969,28453.0,0.0124,51661.46,23000,23800
1942,24100,23600,21200,Bryant & Stratton College-Henrietta,"205,695",20909,0.537855334,0.196994992,,,15.05000019,"rochester , new york","rochester , new york",10.72999954,21726.0,0.5169,48773.91,23600,24100
1946,26800,22200,21900,Remington College-Memphis Campus,"651,073",14120,0.594666294,0.153711023,,,15.44999981,"memphis , tennessee","memphis , tennessee",10.72000027,25737.0,0.0622,47482.48,22200,26800
